id,move_id/id,account_id/id,balance,source_analytic_id/id,department_analytic_id/id,activity_analytic_id/id,fund_analytic_id/id,note
budget_move_line_655_31dff77a,dept_03070_source_2_68,budget.budget_account_5412000004,657000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03070,account_analytic_kmitl.activity_09007010220211,account_analytic_kmitl.fund_0600,
budget_move_line_174_97d1b415,dept_09_source_2_68,budget.budget_account_5101010000,0,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,งบบุคลากร จัดสรรภาพรวมไว้ที่งบกลาง
budget_move_line_175_ff04ee72,dept_09_source_2_68,budget.budget_account_5104010202,40000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_176_eae37c53,dept_09_source_2_68,budget.budget_account_5104010203,500000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_090070101,account_analytic_kmitl.fund_0100,
budget_move_line_177_95f44b46,dept_09_source_2_68,budget.budget_account_5104010201,35000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_090070101,account_analytic_kmitl.fund_0100,
budget_move_line_178_5b016593,dept_09_source_2_68,budget.budget_account_5104020005,5000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_090070101,account_analytic_kmitl.fund_0100,"ค่าบริการโทรศัพท์เคลื่อนที่รายเดือน 5,000 บาท"
budget_move_line_203_335d8bca,dept_09_source_2_68,budget.budget_account_5108000020,40000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_090070101,account_analytic_kmitl.fund_0100,"จัดงานวันขึ้นปีใหม่ สำนักบริหารข้อมูลดิจิทัลพระจอมเกล้าเจ้าคุณทหารลาดกระบัง 40,000 บาท"
budget_move_line_217_acc57ccd,dept_09_source_2_68,budget.budget_account_5101020037,10000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,
budget_move_line_218_5f0d8086,dept_09_source_2_68,budget.budget_account_5101010010,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,
budget_move_line_251_49033d09,dept_09_source_2_68,budget.budget_account_5104010291,200000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,"โครงการเช่าซื้อลิขสิทธิ์โปรแกรมอื่นๆ 200,000 บาท"
budget_move_line_252_d232fcaf,dept_09_source_2_68,budget.budget_account_5104010291,2450000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,"โครงการเช่าซื้อลิขสิทธิ์โปรแกรม Google Education plus (1 ปี) 2,450,000 บาท"
budget_move_line_253_0c5af783,dept_09_source_2_68,budget.budget_account_5104010291,2700000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,"โครงการเช่าซื้อลิขสิทธิ์โปรแกรม Microsoft Office 365 (1 ปี) 2,700,000 บาท"
budget_move_line_262_48cf5c02,dept_09_source_2_68,budget.budget_account_5104010109,200000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,
budget_move_line_263_59ee5568,dept_09_source_2_68,budget.budget_account_5104010104,40000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,
budget_move_line_264_49c48c15,dept_09_source_2_68,budget.budget_account_5104010101,100000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,
budget_move_line_362_ac22aed6,dept_09_source_2_68,budget.budget_account_5104010204,818600,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0600,"ค่าซ่อมแซมบำรุงรักษาระบบสำนักงานอิเล็กทรอนิกส์ (e-Office) 818,600 บาท"
budget_move_line_363_11efb86a,dept_09_source_2_68,budget.budget_account_5104010204,8073600,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0600,"ค่าซ่อมแซมและบำรุงรักษาครุภัณฑ์โครงสร้างพื้นฐานเครือข่ายหลักสถาบัน 8,073,600 บาท"
budget_move_line_364_74c06f30,dept_09_source_2_68,budget.budget_account_5104010204,2800000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0600,"ค่าซ่อมแซมและบำรุงรักษาครุภัณฑ์ 2,800,000 บาท"
budget_move_line_365_bfc0f8cb,dept_09_source_2_68,budget.budget_account_5412000003,350000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0600,"ค่าครุภัณฑ์คอมพิวเตอรื เครื่องคอมพิวเตอร์แม่ข่าย 350,000 บาท"
budget_move_line_366_76794c72,dept_09_source_2_68,budget.budget_account_5104010214,40000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,"โครงการประยุกต์ใช้เทคโนโลยีดิจิทัลในการปฏิบัติงาน ครั้งที่ 1\n(จำนวน 1 ครั้งๆ ละ 1 วัน จำนวน 30 คน เม.ย.68) 40,000 บาท"
budget_move_line_367_fc5fccf0,dept_09_source_2_68,budget.budget_account_5104010214,40000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,"โครงการประยุกต์ใช้เทคโนโลยีดิจิทัลในการปฏิบัติงาน ครั้งที่ 2\n(จำนวน 1 ครั้งๆ ละ 1 วัน จำนวน 30 คน พ.ค.68) 40,000 บาท"
budget_move_line_368_40b53c28,dept_09_source_2_68,budget.budget_account_5104010214,40000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,"โครงการประยุกต์ใช้เทคโนโลยีดิจิทัลในการปฏิบัติงาน ครั้งที่ 3\n(จำนวน 1 ครั้งๆ ละ 1 วัน จำนวน 30 คน มิ.ย.68) 40,000 บาท"
budget_move_line_369_6985b8a6,dept_09_source_2_68,budget.budget_account_5104010214,40000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,"โครงการประยุกต์ใช้เทคโนโลยีดิจิทัลในการปฏิบัติงาน ครั้งที่ 4\n(จำนวน 1 ครั้งๆ ละ 1 วัน จำนวน 30 คน ก.ค.68) 40,000 บาท"
budget_move_line_382_6cb86d97,dept_09_source_2_68,budget.budget_account_52000,0,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_090070101,account_analytic_kmitl.fund_0100,
budget_move_line_510_28d71402,dept_09_source_2_68,budget.budget_account_5104010203,6493700,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_09,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,
budget_move_line_104_d34e7cc1,budget_move_10_5cafbedb,budget.budget_account_5101010038,3758400,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_105_076917a3,budget_move_10_5cafbedb,budget.budget_account_5101010017,4740000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_106_4824aed8,budget_move_10_5cafbedb,budget.budget_account_5101010004,2328000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_107_c25a360c,budget_move_10_5cafbedb,budget.budget_account_5101010039,108000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_108_31d5e554,budget_move_10_5cafbedb,budget.budget_account_5101020051,277100,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_147_60bb43b9,budget_move_10_5cafbedb,budget.budget_account_5101010010,332500,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_148_c3613fe6,budget_move_10_5cafbedb,budget.budget_account_5101020030,100000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_149_d2bc828a,budget_move_10_5cafbedb,budget.budget_account_5104030201,200000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_150_012fdb85,budget_move_10_5cafbedb,budget.budget_account_5104030201,0,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_151_de0ab5a6,budget_move_10_5cafbedb,budget.budget_account_5104030201,0,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_152_163a4a8f,budget_move_10_5cafbedb,budget.budget_account_5104010202,100000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_153_0ef458cd,budget_move_10_5cafbedb,budget.budget_account_5104010203,5152900,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_154_9eecfbfe,budget_move_10_5cafbedb,budget.budget_account_5104010207,69000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
